ID	图块名	图集名	宽	高	X坐标	Y坐标	X偏移	Y偏移
507	菜3	Outside_B.png	32	32	64	352	0	0
508	菜4	Outside_B.png	32	32	96	352	0	0
509	木桩	Outside_B.png	32	32	128	352	0	0
510	杉树1	Outside_B.png	32	32	160	352	0	0
511	杉林1	Outside_B.png	32	32	192	352	0	0
512	石块	Outside_B.png	32	32	224	352	0	0
513	帐篷4	Outside_B.png	32	32	256	352	0	0
514	帐篷5	Outside_B.png	32	32	288	352	0	0
515	帐篷6	Outside_B.png	32	32	320	352	0	0
516	路灯2	Outside_B.png	32	32	352	352	0	0
517	石台阶3	Outside_B.png	32	32	384	352	0	0
518	石台阶4	Outside_B.png	32	32	416	352	0	0
519	木台阶3	Outside_B.png	32	32	448	352	0	0
520	木台阶4	Outside_B.png	32	32	480	352	0	0
521	菜5	Outside_B.png	32	32	0	384	0	0
522	菜6	Outside_B.png	32	32	32	384	0	0
523	菜7	Outside_B.png	32	32	64	384	0	0
524	菜8	Outside_B.png	32	32	96	384	0	0
525	木头	Outside_B.png	32	32	128	384	0	0
526	杉树2	Outside_B.png	32	32	160	384	0	0
527	杉林2	Outside_B.png	32	32	192	384	0	0
528	土块	Outside_B.png	32	32	224	384	0	0
529	帐篷7	Outside_B.png	32	32	256	384	0	0
530	帐篷8	Outside_B.png	32	32	288	384	0	0
531	帐篷9	Outside_B.png	32	32	320	384	0	0
532	路灯3	Outside_B.png	32	32	352	384	0	0
533	铁梯1	Outside_B.png	32	32	384	384	0	0
534	绳梯1	Outside_B.png	32	32	416	384	0	0
535	绳索1	Outside_B.png	32	32	448	384	0	0
536	绳结1	Outside_B.png	32	32	480	384	0	0
537	稻草人	Outside_B.png	32	32	0	416	0	0
538	土坑 	Outside_B.png	32	32	32	416	0	0
539	木材	Outside_B.png	32	32	64	416	0	0
540	碎土块	Outside_B.png	32	32	96	416	0	0
541	庄稼1	Outside_B.png	32	32	128	416	0	0
542	庄稼2	Outside_B.png	32	32	160	416	0	0
543	庄稼3	Outside_B.png	32	32	192	416	0	0
544	庄稼4	Outside_B.png	32	32	224	416	0	0
545	雪帐篷1	Outside_B.png	32	32	256	416	0	0
546	雪帐篷2	Outside_B.png	32	32	288	416	0	0
547	雪帐篷3	Outside_B.png	32	32	320	416	0	0
548	雪路灯1	Outside_B.png	32	32	352	416	0	0
549	铁梯2	Outside_B.png	32	32	384	416	0	0
550	绳梯2	Outside_B.png	32	32	416	416	0	0
551	绳索2	Outside_B.png	32	32	448	416	0	0
552	绳结2	Outside_B.png	32	32	480	416	0	0
553	落叶树1	Outside_B.png	32	32	0	448	0	0
554	落叶树2	Outside_B.png	32	32	32	448	0	0
555	落叶林1	Outside_B.png	32	32	64	448	0	0
556	落叶林2	Outside_B.png	32	32	96	448	0	0
557	大货箱1	Outside_B.png	32	32	128	448	0	0
558	货箱1	Outside_B.png	32	32	160	448	0	0
559	货箱2	Outside_B.png	32	32	192	448	0	0
560	货箱3	Outside_B.png	32	32	224	448	0	0
561	雪帐篷4	Outside_B.png	32	32	256	448	0	0
562	雪帐篷5	Outside_B.png	32	32	288	448	0	0
563	雪帐篷6	Outside_B.png	32	32	320	448	0	0
564	雪路灯2	Outside_B.png	32	32	352	448	0	0
565	铁梯3	Outside_B.png	32	32	384	448	0	0
566	绳梯3	Outside_B.png	32	32	416	448	0	0
567	绳索3	Outside_B.png	32	32	448	448	0	0
568	绳结3	Outside_B.png	32	32	480	448	0	0
569	落叶树3	Outside_B.png	32	32	0	480	0	0
570	落叶树4	Outside_B.png	32	32	32	480	0	0
571	落叶林3	Outside_B.png	32	32	64	480	0	0
572	落叶林4	Outside_B.png	32	32	96	480	0	0
573	大货箱2	Outside_B.png	32	32	128	480	0	0
574	货箱4	Outside_B.png	32	32	160	480	0	0
575	货箱5	Outside_B.png	32	32	192	480	0	0
576	货箱6	Outside_B.png	32	32	224	480	0	0
577	雪帐篷7	Outside_B.png	32	32	256	480	0	0
578	雪帐篷8	Outside_B.png	32	32	288	480	0	0
579	雪帐篷9	Outside_B.png	32	32	320	480	0	0
580	雪路灯3	Outside_B.png	32	32	352	480	0	0
581	铁梯4	Outside_B.png	32	32	384	480	0	0
582	绳梯4	Outside_B.png	32	32	416	480	0	0
583	绳索4	Outside_B.png	32	32	448	480	0	0
584	绳结4	Outside_B.png	32	32	480	480	0	0
585	空白	Inside_B.png	32	32	0	0	0	0
586	陷阱	Inside_B.png	32	32	0	32	0	0
587	楼梯1	Inside_B.png	32	32	32	0	0	0
588	楼梯2	Inside_B.png	32	32	64	0	0	0
589	楼梯3	Inside_B.png	32	32	96	0	0	0
590	楼梯4	Inside_B.png	32	32	128	0	0	0
591	楼梯5	Inside_B.png	32	32	32	32	0	0
592	楼梯6	Inside_B.png	32	32	64	32	0	0
593	楼梯7	Inside_B.png	32	32	96	32	0	0
594	楼梯8	Inside_B.png	32	32	128	32	0	0
595	梯子1	Inside_B.png	32	32	160	0	0	0
596	梯子2	Inside_B.png	32	32	192	0	0	0
597	梯子3	Inside_B.png	32	32	224	0	0	0
598	梯子4	Inside_B.png	32	32	160	96	0	0
599	梯子5	Inside_B.png	32	32	192	96	0	0
600	梯子6	Inside_B.png	32	32	224	96	0	0
601	壁炉1	Inside_B.png	32	32	256	32	0	0
602	壁炉2	Inside_B.png	32	32	352	32	0	0
603	壁炉3	Inside_B.png	32	32	384	32	0	0
604	壁炉4	Inside_B.png	32	32	416	32	0	0
605	锦旗1	Inside_B.png	32	32	448	32	0	0
606	锦旗2	Inside_B.png	32	32	480	32	0	0
607	窗户1	Inside_B.png	32	32	0	80	0	0
608	窗户2	Inside_B.png	32	32	32	80	0	0
609	窗户3	Inside_B.png	32	32	64	80	0	0
610	窗户4	Inside_B.png	32	32	96	80	0	0
611	窗户5	Inside_B.png	32	32	128	80	0	0
612	窗户6	Inside_B.png	32	64	0	112	0	0
613	窗户7	Inside_B.png	32	64	32	112	0	0
614	窗户8	Inside_B.png	32	64	64	112	0	0
615	窗户9	Inside_B.png	32	64	96	112	0	0
616	窗户10	Inside_B.png	32	64	128	112	0	0
617	柜子1	Inside_B.png	32	32	0	196	0	0
618	柜子2	Inside_B.png	32	32	32	196	0	0
619	柜子3	Inside_B.png	32	64	64	196	0	0
620	柜子4	Inside_B.png	32	64	96	196	0	0
621	柜子5	Inside_B.png	32	64	128	196	0	0
622	柜子6	Inside_B.png	32	64	160	196	0	0
623	柜子7	Inside_B.png	64	64	192	196	0	0
624	柜子8	Inside_B.png	32	64	0	256	0	0
625	柜子9	Inside_B.png	32	64	32	256	0	0
626	柜子10	Inside_B.png	64	64	64	256	0	0
627	柜子11	Inside_B.png	32	64	128	256	0	0
628	柜子12	Inside_B.png	32	64	160	256	0	0
629	柜子13	Inside_B.png	32	64	192	256	0	0
630	柜子14	Inside_B.png	64	64	224	256	0	0
631	柜子15	Inside_B.png	64	32	0	228	0	0
632	床1	Inside_B.png	32	32	0	320	0	0
633	床2	Inside_B.png	32	32	32	320	0	0
634	床3	Inside_B.png	32	32	96	320	0	0
635	床4	Inside_B.png	32	32	128	320	0	0
636	床5	Inside_B.png	32	32	160	320	0	0
637	床6	Inside_B.png	32	32	192	320	0	0
638	桌子1	Inside_B.png	32	32	0	384	0	0
639	桌子2	Inside_B.png	32	32	32	384	0	0
640	桌子3	Inside_B.png	32	32	64	384	0	0
641	桌子4	Inside_B.png	32	32	96	384	0	0
642	桌子5	Inside_B.png	32	32	128	384	0	0
643	凳子1	Inside_B.png	32	32	0	416	0	0
644	凳子2	Inside_B.png	32	32	32	416	0	0
645	凳子3	Inside_B.png	32	32	64	416	0	0
646	桌子6	Inside_B.png	32	32	96	416	0	0
647	桌子7	Inside_B.png	32	32	128	416	0	0
648	厨柜1	Inside_B.png	32	32	0	448	0	0
649	厨柜2	Inside_B.png	32	32	32	448	0	0
650	厨柜3	Inside_B.png	32	32	64	448	0	0
651	厨柜4	Inside_B.png	32	32	96	448	0	0
652	矮桌1	Inside_B.png	32	32	128	448	0	0
653	矮桌2	Inside_B.png	32	32	0	480	0	0
654	矮桌3	Inside_B.png	32	32	32	480	0	0
655	矮桌4	Inside_B.png	32	32	64	480	0	0
656	矮桌5	Inside_B.png	32	32	96	480	0	0
657	矮桌6	Inside_B.png	32	32	128	480	0	0
658	壁挂1	Inside_B.png	32	32	160	128	0	0
659	壁挂2	Inside_B.png	32	32	192	128	0	0
660	壁挂3	Inside_B.png	32	32	224	128	0	0
661	壁挂4	Inside_B.png	32	64	256	128	0	0
662	壁挂5	Inside_B.png	32	64	288	128	0	0
663	壁挂6	Inside_B.png	32	32	320	128	0	0
664	壁挂7	Inside_B.png	32	32	352	128	0	0
665	壁挂8	Inside_B.png	64	32	384	128	0	0
666	壁挂9	Inside_B.png	64	32	448	128	0	0
667	壁挂10	Inside_B.png	32	32	320	160	0	0
668	壁挂11	Inside_B.png	32	32	352	160	0	0
669	壁挂12	Inside_B.png	32	32	384	160	0	0
670	壁挂13	Inside_B.png	32	32	416	160	0	0
671	壁挂14	Inside_B.png	32	32	448	160	0	0
672	壁挂15	Inside_B.png	32	32	480	160	0	0
673	王座1	Inside_B.png	32	64	256	192	0	0
674	王座2	Inside_B.png	32	64	288	192	0	0
675	王座3	Inside_B.png	96	64	320	192	0	0
676	王座4	Inside_B.png	96	64	416	192	0	0
677	壁挂16	Inside_B.png	32	32	256	256	0	0
678	壁挂17	Inside_B.png	32	32	288	256	0	0
679	壁挂18	Inside_B.png	32	32	320	256	0	0
680	桶1	Inside_B.png	32	32	256	288	0	0
681	桶2	Inside_B.png	32	32	288	288	0	0
682	桶3	Inside_B.png	32	32	320	288	0	0
683	桶4	Inside_B.png	32	32	352	288	0	0
684	桶5	Inside_B.png	32	32	256	320	0	0
685	桶6	Inside_B.png	32	32	288	320	0	0
686	桶7	Inside_B.png	32	32	320	320	0	0
687	桶8	Inside_B.png	32	32	352	320	0	0
688	桶9	Inside_B.png	32	32	256	352	0	0
689	桶10	Inside_B.png	32	32	288	352	0	0
690	桶11	Inside_B.png	32	32	320	352	0	0
691	桶12	Inside_B.png	32	32	352	352	0	0
692	箱子1	Inside_B.png	32	32	256	384	0	0
693	箱子2	Inside_B.png	32	32	288	384	0	0
694	箱子3	Inside_B.png	32	32	256	416	0	0
695	箱子4	Inside_B.png	32	32	288	416	0	0
696	箱子5	Inside_B.png	32	32	256	448	0	0
697	箱子6	Inside_B.png	32	32	288	448	0	0
698	箱子7	Inside_B.png	64	64	320	384	0	0
699	麻袋1	Inside_B.png	32	32	256	448	0	0
700	麻袋2	Inside_B.png	32	32	288	480	0	0
701	麻袋3	Inside_B.png	32	64	320	448	0	0
702	台柱1	Inside_B.png	32	64	384	288	0	0
703	台柱2	Inside_B.png	32	64	416	288	0	0
704	台柱3	Inside_B.png	32	64	448	288	0	0
705	台柱4	Inside_B.png	32	32	384	352	0	0
706	台柱5	Inside_B.png	32	32	416	352	0	0
707	台柱6	Inside_B.png	32	32	448	352	0	0
708	废料1	Inside_B.png	32	32	480	288	0	0
709	废料2	Inside_B.png	32	32	480	320	0	0
710	废料3	Inside_B.png	32	32	480	352	0	0
711	裂痕1	Inside_B.png	32	64	384	384	0	0
712	裂痕2	Inside_B.png	32	64	416	384	0	0
713	裂痕3	Inside_B.png	32	64	448	384	0	0
714	裂痕4	Inside_B.png	32	64	480	384	0	0
715	栅栏1	Inside_B.png	32	32	380	448	0	0
716	栅栏2	Inside_B.png	32	96	412	448	0	0
717	栅栏3	Inside_B.png	32	32	380	480	0	0
718	栅栏4	Inside_B.png	32	96	412	480	0	0
719	钢琴1	Inside_B.png	96	64	160	384	0	0
720	钢琴2	Inside_B.png	96	64	160	448	0	0
721	茶1	Inside_C.png	32	32	0	0	0	0
722	茶2	Inside_C.png	32	32	32	0	0	0
723	茶3	Inside_C.png	32	32	64	0	0	0
724	茶4	Inside_C.png	32	32	96	0	0	0
725	茶5	Inside_C.png	32	32	128	0	0	0
726	茶6	Inside_C.png	32	32	160	0	0	0
727	茶7	Inside_C.png	32	32	192	0	0	0
728	茶8	Inside_C.png	32	32	224	0	0	0
729	红酒1	Inside_C.png	32	32	0	32	0	0
730	红酒2	Inside_C.png	32	32	32	32	0	0
731	红酒3	Inside_C.png	32	32	64	32	0	0
732	红酒4	Inside_C.png	32	32	96	32	0	0
733	红酒5	Inside_C.png	32	32	128	32	0	0
734	红酒6	Inside_C.png	32	32	160	32	0	0
735	红酒7	Inside_C.png	32	32	192	32	0	0
736	红酒8	Inside_C.png	32	32	224	32	0	0
737	啤酒1	Inside_C.png	32	32	0	64	0	0
738	啤酒2	Inside_C.png	32	32	32	64	0	0
739	啤酒3	Inside_C.png	32	32	64	64	0	0
740	啤酒4	Inside_C.png	32	32	96	64	0	0
741	啤酒5	Inside_C.png	32	32	128	64	0	0
742	啤酒6	Inside_C.png	32	32	160	64	0	0
743	啤酒7	Inside_C.png	32	32	192	64	0	0
744	啤酒8	Inside_C.png	32	32	224	64	0	0
745	瓶子1	Inside_C.png	32	32	0	96	0	0
746	瓶子2	Inside_C.png	32	32	32	96	0	0
747	瓶子3	Inside_C.png	32	32	64	96	0	0
748	瓶子4	Inside_C.png	32	32	96	96	0	0
749	瓶子5	Inside_C.png	32	32	128	96	0	0
750	瓶子6	Inside_C.png	32	32	160	96	0	0
751	瓶子7	Inside_C.png	32	32	192	96	0	0
752	瓶子8	Inside_C.png	32	32	224	96	0	0
753	大餐1	Inside_C.png	32	32	0	128	0	0
754	大餐2	Inside_C.png	32	32	32	128	0	0
755	大餐3	Inside_C.png	32	32	64	128	0	0
756	大餐4	Inside_C.png	32	32	96	128	0	0
757	大餐5	Inside_C.png	32	32	128	128	0	0
758	大餐6	Inside_C.png	32	32	160	128	0	0
759	大餐7	Inside_C.png	32	32	192	128	0	0
760	大餐8	Inside_C.png	32	32	224	128	0	0
761	套餐1	Inside_C.png	32	32	0	160	0	0
762	套餐2	Inside_C.png	32	32	32	160	0	0
763	套餐3	Inside_C.png	32	32	64	160	0	0
764	套餐4	Inside_C.png	32	32	96	160	0	0
765	套餐5	Inside_C.png	32	32	128	160	0	0
766	套餐6	Inside_C.png	32	32	160	160	0	0
767	套餐7	Inside_C.png	32	32	192	160	0	0
768	套餐8	Inside_C.png	32	32	224	160	0	0
769	餐具1	Inside_C.png	32	32	0	192	0	0
770	餐具2	Inside_C.png	32	32	32	192	0	0
771	餐具3	Inside_C.png	32	32	64	192	0	0
772	餐具4	Inside_C.png	32	32	96	192	0	0
773	餐具5	Inside_C.png	32	32	128	192	0	0
774	餐具6	Inside_C.png	32	32	160	192	0	0
775	餐具7	Inside_C.png	32	32	192	192	0	0
776	餐具8	Inside_C.png	32	32	224	192	0	0
777	书1	Inside_C.png	32	32	0	224	0	0
778	书2	Inside_C.png	32	32	32	224	0	0
779	书3	Inside_C.png	32	32	64	224	0	0
780	书4	Inside_C.png	32	32	96	224	0	0
781	书5	Inside_C.png	32	32	128	224	0	0
782	书6	Inside_C.png	32	32	160	224	0	0
783	书7	Inside_C.png	32	32	192	224	0	0
784	书8	Inside_C.png	32	32	224	224	0	0
785	旧书1	Inside_C.png	32	32	0	256	0	0
786	旧书2	Inside_C.png	32	32	32	256	0	0
787	旧书3	Inside_C.png	32	32	64	256	0	0
788	旧书4	Inside_C.png	32	32	96	256	0	0
789	旧书5	Inside_C.png	32	32	128	256	0	0
790	旧书6	Inside_C.png	32	32	160	256	0	0
791	旧书7	Inside_C.png	32	32	192	256	0	0
792	旧书8	Inside_C.png	32	32	224	256	0	0
793	纸1	Inside_C.png	32	32	0	288	0	0
794	纸2	Inside_C.png	32	32	32	288	0	0
795	纸3	Inside_C.png	32	32	64	288	0	0
796	纸4	Inside_C.png	32	32	96	288	0	0
797	纸5	Inside_C.png	32	32	128	288	0	0
798	纸6	Inside_C.png	32	32	160	288	0	0
799	纸7	Inside_C.png	32	32	192	288	0	0
800	纸8	Inside_C.png	32	32	224	288	0	0
801	纸9	Inside_C.png	32	32	0	320	0	0
802	纸10	Inside_C.png	32	32	32	320	0	0
803	纸11	Inside_C.png	32	32	64	320	0	0
804	纸12	Inside_C.png	32	32	96	320	0	0
805	花盆1	Inside_C.png	32	32	128	320	0	0
806	花盆2	Inside_C.png	32	32	160	320	0	0
807	花盆3	Inside_C.png	32	32	192	320	0	0
808	花盆4	Inside_C.png	32	32	224	320	0	0
809	箱子1	Inside_C.png	32	32	0	352	0	0
810	箱子2	Inside_C.png	32	32	32	352	0	0
811	箱子3	Inside_C.png	32	32	64	352	0	0
812	箱子4	Inside_C.png	32	32	96	352	0	0
813	箱子5	Inside_C.png	32	32	128	352	0	0
814	箱子6	Inside_C.png	32	32	160	352	0	0
815	箱子7	Inside_C.png	32	32	192	352	0	0
816	箱子8	Inside_C.png	32	32	224	352	0	0
817	袋子1	Inside_C.png	32	32	0	384	0	0
818	袋子2	Inside_C.png	32	32	32	384	0	0
819	袋子3	Inside_C.png	32	32	64	384	0	0
820	瓶子1	Inside_C.png	32	32	96	384	0	0
821	瓶子2	Inside_C.png	32	32	128	384	0	0
822	瓶子3	Inside_C.png	32	32	160	384	0	0
823	瓶子4	Inside_C.png	32	32	192	384	0	0
824	瓶子5	Inside_C.png	32	32	224	384	0	0
825	篮子1	Inside_C.png	32	32	0	416	0	0
826	篮子2	Inside_C.png	32	32	32	416	0	0
827	篮子3	Inside_C.png	32	32	64	416	0	0
828	篮子4	Inside_C.png	32	32	96	416	0	0
829	包裹1	Inside_C.png	32	32	128	416	0	0
830	包裹2	Inside_C.png	32	32	160	416	0	0
831	包裹3	Inside_C.png	32	32	192	416	0	0
832	仪器0	Inside_C.png	32	32	224	416	0	0
833	礼物1	Inside_C.png	32	32	0	448	0	0
834	礼物2	Inside_C.png	32	32	32	448	0	0
835	礼物3	Inside_C.png	32	32	64	448	0	0
836	礼物4	Inside_C.png	32	32	96	448	0	0
837	礼物5	Inside_C.png	32	32	128	448	0	0
838	礼物6	Inside_C.png	32	32	160	448	0	0
839	礼物7	Inside_C.png	32	32	192	448	0	0
840	礼物8	Inside_C.png	32	32	224	448	0	0
841	工具1	Inside_C.png	32	32	0	480	0	0
842	工具2	Inside_C.png	32	32	32	480	0	0
843	工具3	Inside_C.png	32	32	64	480	0	0
844	工具4	Inside_C.png	32	32	96	480	0	0
845	工具5	Inside_C.png	32	32	128	480	0	0
846	工具6	Inside_C.png	32	32	160	480	0	0
847	工具7	Inside_C.png	32	32	192	480	0	0
848	工具8	Inside_C.png	32	32	224	480	0	0
849	挂件1	Inside_C.png	32	32	256	0	0	0
850	挂件2	Inside_C.png	32	32	288	0	0	0
851	挂件3	Inside_C.png	32	32	320	0	0	0
852	挂件4	Inside_C.png	32	32	352	0	0	0
853	挂件5	Inside_C.png	32	32	384	0	0	0
854	挂件6	Inside_C.png	32	32	416	0	0	0
855	挂件7	Inside_C.png	32	32	448	0	0	0
856	挂件8	Inside_C.png	32	32	480	0	0	0
857	厨具1	Inside_C.png	32	32	256	32	0	0
858	厨具2	Inside_C.png	32	32	288	32	0	0
859	盾牌1	Inside_C.png	32	32	320	32	0	0
860	盾牌2	Inside_C.png	32	32	352	32	0	0
861	衣服1	Inside_C.png	32	32	384	32	0	0
862	衣服2	Inside_C.png	32	32	416	32	0	0
863	衣服3	Inside_C.png	32	32	448	32	0	0
864	衣服4	Inside_C.png	32	32	480	32	0	0
865	打造1	Inside_C.png	32	32	256	64	0	0
866	打造2	Inside_C.png	32	32	288	64	0	0
867	打造3	Inside_C.png	32	32	320	64	0	0
868	打造4	Inside_C.png	32	32	352	64	0	0
869	打造5	Inside_C.png	32	32	384	64	0	0
870	打造6	Inside_C.png	32	32	416	64	0	0
871	打造7	Inside_C.png	32	32	448	64	0	0
872	打造8	Inside_C.png	32	32	480	64	0	0
873	头盔1	Inside_C.png	32	32	256	96	0	0
874	头盔2	Inside_C.png	32	32	288	96	0	0
875	头盔3	Inside_C.png	32	32	320	96	0	0
876	帽子1	Inside_C.png	32	32	352	96	0	0
877	帽子2	Inside_C.png	32	32	384	96	0	0
878	帽子3	Inside_C.png	32	32	416	96	0	0
879	裙子1	Inside_C.png	32	32	448	96	0	0
880	裙子2	Inside_C.png	32	32	480	96	0	0
881	盔甲1	Inside_C.png	32	32	256	128	0	0
882	盔甲2	Inside_C.png	32	32	288	128	0	0
883	盔甲3	Inside_C.png	32	32	320	128	0	0
884	盔甲4	Inside_C.png	32	32	352	128	0	0
885	袍子1	Inside_C.png	32	32	384	128	0	0
886	袍子2	Inside_C.png	32	32	416	128	0	0
887	袍子3	Inside_C.png	32	32	448	128	0	0
888	袍子4	Inside_C.png	32	32	480	128	0	0
889	雕塑1	Inside_C.png	32	64	256	160	0	0
890	雕塑2	Inside_C.png	32	64	288	160	0	0
891	雕塑3	Inside_C.png	32	64	320	160	0	0
892	雕塑4	Inside_C.png	32	64	352	160	0	0
893	雕塑5	Inside_C.png	32	64	384	160	0	0
894	雕塑6	Inside_C.png	32	32	416	160	0	0
895	雕塑7	Inside_C.png	32	32	416	160	0	0
896	打造9	Inside_C.png	32	64	448	160	0	0
897	打造10	Inside_C.png	32	64	480	160	0	0
898	神台1	Inside_C.png	96	64	256	224	0	0
899	神台2	Inside_C.png	32	32	352	224	0	0
900	柱子1	Inside_C.png	32	80	384	224	0	0
901	柱子2	Inside_C.png	32	80	416	224	0	0
902	柱子3	Inside_C.png	32	80	448	224	0	0
903	柱子4	Inside_C.png	32	80	480	224	0	0
904	金属1	Inside_C.png	32	32	256	288	0	0
905	金属2	Inside_C.png	32	32	288	288	0	0
906	金属3	Inside_C.png	32	32	320	288	0	0
907	金属4	Inside_C.png	32	32	352	288	0	0
908	雕塑8	Inside_C.png	32	64	256	320	0	0
909	雕塑9	Inside_C.png	32	32	288	320	0	0
910	雕塑10	Inside_C.png	32	32	288	354	0	0
911	雕塑11	Inside_C.png	32	64	320	320	0	0
912	雕塑12	Inside_C.png	64	64	352	320	0	0
913	雕塑13	Inside_C.png	96	96	384	320	0	0
914	护栏1	Inside_C.png	32	32	256	384	0	0
915	护栏2	Inside_C.png	32	32	288	384	0	0
916	护栏3	Inside_C.png	32	32	320	384	0	0
917	护栏4	Inside_C.png	32	32	352	384	0	0
918	护栏5	Inside_C.png	32	32	384	384	0	0
919	护栏6	Inside_C.png	32	32	416	384	0	0
920	护栏7	Inside_C.png	32	32	448	384	0	0
921	护栏8	Inside_C.png	32	32	480	384	0	0
922	护栏9	Inside_C.png	32	32	256	416	0	0
923	护栏10	Inside_C.png	32	32	288	416	0	0
924	护栏11	Inside_C.png	32	32	320	416	0	0
925	护栏12	Inside_C.png	32	32	352	416	0	0
926	护栏13	Inside_C.png	32	32	384	416	0	0
927	护栏14	Inside_C.png	32	32	416	416	0	0
928	护栏15	Inside_C.png	32	32	448	416	0	0
929	护栏16	Inside_C.png	32	32	480	416	0	0
930	护栏17	Inside_C.png	32	32	256	448	0	0
931	护栏18	Inside_C.png	32	32	288	448	0	0
932	护栏19	Inside_C.png	32	32	320	448	0	0
933	护栏20	Inside_C.png	32	32	352	448	0	0
934	护栏21	Inside_C.png	32	32	384	448	0	0
935	护栏22	Inside_C.png	32	32	416	448	0	0
936	护栏23	Inside_C.png	32	32	448	448	0	0
937	护栏24	Inside_C.png	32	32	480	448	0	0
938	护栏25	Inside_C.png	32	32	256	480	0	0
939	护栏26	Inside_C.png	32	32	288	480	0	0
940	护栏27	Inside_C.png	32	32	320	480	0	0
941	护栏28	Inside_C.png	32	32	352	480	0	0
942	护栏29	Inside_C.png	32	32	384	480	0	0
943	护栏30	Inside_C.png	32	32	416	480	0	0
944	护栏31	Inside_C.png	32	32	448	480	0	0
945	护栏32	Inside_C.png	32	32	480	480	0	0
946	石墙	Inside_A4.png	32	32	0	0	0	0
947	砖墙	Inside_A4.png	32	32	0	0	0	0
948	土墙	Inside_A4.png	32	32	0	0	0	0
949	碎石墙	Inside_A4.png	32	32	0	0	0	0
950	卵石墙	Inside_A4.png	32	32	0	0	0	0
951	青砖墙	Inside_A4.png	32	32	0	0	0	0
952	红砖墙	Inside_A4.png	32	32	0	0	0	0
953	青瓷墙	Inside_A4.png	32	32	0	0	0	0
954	石顶	Inside_A4.png	32	32	0	0	0	0
955	砖顶	Inside_A4.png	32	32	0	0	0	0
956	土顶	Inside_A4.png	32	32	0	0	0	0
957	碎石顶	Inside_A4.png	32	32	0	0	0	0
958	卵石顶	Inside_A4.png	32	32	0	0	0	0
959	青砖顶	Inside_A4.png	32	32	0	0	0	0
960	红砖顶	Inside_A4.png	32	32	0	0	0	0
961	青瓷顶	Inside_A4.png	32	32	0	64	0	0
962	条木板1	Inside_A5.png	32	32	0	64	0	0
963	条木板2	Inside_A5.png	32	32	32	64	0	0
964	原木横	Inside_A5.png	32	32	64	64	0	0
965	原木纵	Inside_A5.png	32	32	96	64	0	0
966	红石板	Inside_A5.png	32	32	128	64	0	0
967	白石板	Inside_A5.png	32	32	160	64	0	0
968	黄石板	Inside_A5.png	32	32	192	64	0	0
969	方石板	Inside_A5.png	32	32	224	64	0	0
970	条木墙1	Inside_A5.png	32	32	0	96	0	0
971	条木墙2	Inside_A5.png	32	32	32	96	0	0
972	原木橫	Inside_A5.png	32	32	64	96	0	0
973	原木纵	Inside_A5.png	32	32	96	96	0	0
974	红石墙	Inside_A5.png	32	32	128	96	0	0
975	白石墙	Inside_A5.png	32	32	160	96	0	0
976	黄石墙	Inside_A5.png	32	32	192	96	0	0
977	方石墙	Inside_A5.png	32	32	224	96	0	0
978	木床	Inside_B.png	32	64	128	320	0	0
979	白杨树	Trees.png	64	64	0	0	0	0
980	树木1	Trees.png	64	64	64	0	0	0
981	树木2	Trees.png	64	64	128	0	0	0
982	树木3	Trees.png	64	64	192	0	0	0
983	树木4	Trees.png	64	64	256	0	0	0
984	树木5	Trees.png	64	64	320	0	0	0
985	树木6	Trees.png	64	64	384	0	0	0
986	树木7	Trees.png	64	64	448	0	0	0
987	树木8	Trees.png	64	64	512	0	0	0
988	树木9	Trees.png	64	64	576	0	0	0
989	树木10	Trees.png	64	64	640	0	0	0
990	树木11	Trees.png	64	64	704	0	0	0
991	树木12	Trees.png	64	64	768	0	0	0
992	树木13	Trees.png	64	64	832	0	0	0
993	树木14	Trees.png	64	64	896	0	0	0
994	树木15	Trees.png	64	64	960	0	0	0
995	树木16	Trees.png	64	64	1024	0	0	0
996	树木17	Trees.png	64	64	1088	0	0	0
997	树木18	Trees.png	64	64	1152	0	0	0
998	树木19	Trees.png	64	64	1216	0	0	0
999	树木20	Trees.png	64	64	0	64	0	0
1000	树木21	Trees.png	64	64	64	64	0	0
1001	树木22	Trees.png	64	64	128	64	0	0
1002	树木23	Trees.png	64	64	192	64	0	0
1003	树木24	Trees.png	64	64	256	64	0	0
1004	树木25	Trees.png	64	64	320	64	0	0
1005	树木26	Trees.png	64	64	384	64	0	0
1006	树木27	Trees.png	64	64	448	64	0	0
1007	树木28	Trees.png	64	64	512	64	0	0
1008	树木29	Trees.png	64	64	576	64	0	0
1009	树木30	Trees.png	64	64	640	64	0	0
1010	树木31	Trees.png	64	64	704	64	0	0
1011	树木32	Trees.png	64	64	768	64	0	0
1012	树木33	Trees.png	64	64	832	64	0	0
1013	野生植物1	Shrubs.png	32	32	0	0	0	0
1014	野生植物2	Shrubs.png	32	32	32	0	0	0
1015	野生植物3	Shrubs.png	32	32	64	0	0	0
1016	野生植物4	Shrubs.png	32	32	96	0	0	0
1017	野生植物5	Shrubs.png	32	32	128	0	0	0
1018	野生植物6	Shrubs.png	32	32	160	0	0	0
1019	野生植物7	Shrubs.png	32	32	192	0	0	0
1020	野生植物8	Shrubs.png	32	32	224	0	0	0
1021	野生植物9	Shrubs.png	32	32	256	0	0	0
1022	野生植物10	Shrubs.png	32	32	288	0	0	0
